class,task,db,org,dts,name,prc,rcl,f01
Genomic,CREs,GWAS Catalog,hg38,PBMC,GRaNIE,0.0083612040133779,0.0375,0.0084260289210233
Genomic,CREs,GWAS Catalog,hg38,PBMC,LINGER,0.0120921305182341,0.3173803526448362,0.0122084004462791
Genomic,CREs,GWAS Catalog,hg38,PBMC,LINGER Baseline,,,
Genomic,CREs,GWAS Catalog,hg38,PBMC,Pando,0.0034057045551298,0.0199501246882793,0.0034338995584379
Genomic,CREs,GWAS Catalog,hg38,PBMC,Random,0.006060606060606,0.0324189526184538,0.0061097900893899
Genomic,CREs,GWAS Catalog,hg38,PBMC,SCENIC,0.0087565674255691,0.05,0.0088286713286713
Genomic,CREs,GWAS Catalog,hg38,PBMC,SCENIC+,0.0088482415049446,0.2997481108312342,0.0089340866737976
Genomic,CREs,phastCons,hg38,PBMC,CellOracle,0.7649208282582217,0.0123663430675619,0.477322155580473
Genomic,CREs,phastCons,hg38,PBMC,CollecTRI,0.7710184552289815,0.0224674341712145,0.579768556685292
Genomic,CREs,phastCons,hg38,PBMC,Dictys,0.572709801409353,0.2834979875594585,0.5669829661956388
Genomic,CREs,phastCons,hg38,PBMC,DoRothEA,0.7667924528301887,0.0201939895054857,0.5613198258320024
Genomic,CREs,phastCons,hg38,PBMC,GRaNIE,0.6042363433667781,0.0214734256452922,0.4762638060561768
Genomic,CREs,phastCons,hg38,PBMC,LINGER,0.5380998080614203,0.1209708737864077,0.5203353700555887
Genomic,CREs,phastCons,hg38,PBMC,LINGER Baseline,,,
Genomic,CREs,phastCons,hg38,PBMC,Pando,1.0,0.045602795573675,0.8283544568974547
Genomic,CREs,phastCons,hg38,PBMC,Random,0.4895104895104895,0.020755089938723,0.4000528122524425
Genomic,CREs,phastCons,hg38,PBMC,SCENIC,0.7294220665499125,0.0335521810931647,0.6051558330396254
Genomic,CREs,phastCons,hg38,PBMC,SCENIC+,0.5730537586437653,0.1733078479874072,0.5602589662940757
Genomic,CREs,ENCODE Blacklist,hg38,PBMC,CellOracle,0.995127892813642,0.0123765375992243,0.557125688668035
Genomic,CREs,ENCODE Blacklist,hg38,PBMC,CollecTRI,0.9986329460013672,0.0219185069611137,0.6929177858336933
Genomic,CREs,ENCODE Blacklist,hg38,PBMC,Dictys,0.9955649731434484,0.2365746270404459,0.9649146119209456
Genomic,CREs,ENCODE Blacklist,hg38,PBMC,DoRothEA,0.9977358490566036,0.0198746185185741,0.6709075104136832
Genomic,CREs,ENCODE Blacklist,hg38,PBMC,GRaNIE,0.9938684503901896,0.0266206814177789,0.7309215920252621
Genomic,CREs,ENCODE Blacklist,hg38,PBMC,LINGER,0.9953934740882916,0.137255680389588,0.9373684083370392
Genomic,CREs,ENCODE Blacklist,hg38,PBMC,LINGER Baseline,,,
Genomic,CREs,ENCODE Blacklist,hg38,PBMC,Pando,0.9961685823754788,0.0346487006737247,0.7814571726156032
Genomic,CREs,ENCODE Blacklist,hg38,PBMC,Random,0.9958041958041958,0.0317238716193135,0.7654800217151413
Genomic,CREs,ENCODE Blacklist,hg38,PBMC,SCENIC,0.9969352014010509,0.0337473322267014,0.777285447761194
Genomic,CREs,ENCODE Blacklist,hg38,PBMC,SCENIC+,1.0,0.1710111388027058,0.9542023288356384
Genomic,CRE to Gene,eQTL Catalogue,hg38,PBMC,CellOracle,0.0793036750483558,0.0017371409202609,0.0549918992855435
Genomic,CRE to Gene,eQTL Catalogue,hg38,PBMC,CollecTRI,0.0,0.0,0.0
Genomic,CRE to Gene,eQTL Catalogue,hg38,PBMC,Dictys,0.1033590863285186,0.139451620213007,0.103624629676249
Genomic,CRE to Gene,eQTL Catalogue,hg38,PBMC,DoRothEA,0.0,0.0,0.0
Genomic,CRE to Gene,eQTL Catalogue,hg38,PBMC,GRaNIE,0.1263227513227513,0.0081135040992311,0.1103976742722086
Genomic,CRE to Gene,eQTL Catalogue,hg38,PBMC,LINGER,0.0614086487753427,0.0224449584511265,0.0603710049438427
Genomic,CRE to Gene,eQTL Catalogue,hg38,PBMC,LINGER Baseline,,,
Genomic,CRE to Gene,eQTL Catalogue,hg38,PBMC,Pando,0.0158730158730158,0.0010160450446636,0.0138656111107933
Genomic,CRE to Gene,eQTL Catalogue,hg38,PBMC,Random,0.1241050119331742,0.0044122014339654,0.0978290227342578
Genomic,CRE to Gene,eQTL Catalogue,hg38,PBMC,SCENIC,0.0,0.0,0.0
Genomic,CRE to Gene,eQTL Catalogue,hg38,PBMC,SCENIC+,0.111274150158963,0.0595939751146038,0.1103268632887992
Mechanistic,TF Scoring,KnockTF,hg38,PBMC,CellOracle,0.0,0.0,0.0
Mechanistic,TF Scoring,KnockTF,hg38,PBMC,CollecTRI,0.1772151898734177,0.0818713450292397,0.1751951431049436
Mechanistic,TF Scoring,KnockTF,hg38,PBMC,Dictys,0.0,0.0,0.0
Mechanistic,TF Scoring,KnockTF,hg38,PBMC,DoRothEA,0.0634920634920634,0.023391812865497,0.0624323906660485
